Project ID,Project Name,Implementing Agency,Program,Project Description,Total Cost,SB 1 Funds,Fiscal Year,Is SB 1?,Project Status,Assembly Districts,Senate Districts,Counties,Cities,Caltrans Districts,Is on SHS?,Date Updated
'0818000043,Pavement Rehabilitation,Caltrans,State Hwy Operations & Protection Program Major,"A $26.21 million dollar project in Riverside County on Route 243 will rehabilitate pavement and drainage systems; upgrade guardrail, lighting, and sign panels; upgrade facilities to Americans with Disabilities Act (ADA) standards; and enhance highway worker safety improvements.",26214000,99100,24/25,Y,Planned,"42, 71","23, 28",Riverside,Banning,8,Y,12/8/2021
'0819000058,Major Damage Restoration,Caltrans,State Hwy Operations & Protection Program Major,"A $32.82 million dollar project in Riverside County on Route 243 will repair roadway washouts, damaged pavement, embankment, guardrail, and culverts.",32821616,0,20/21,N,Completed,"42, 71","23, 28",Riverside,Banning,8,Y,12/8/2021
'0817000074,Transportation Management Systems,Caltrans,State Hwy Operations & Protection Program Major,A $6.21 million dollar project in Riverside County on Route Various will repair and replace vehicle detection equipment impacting the operations of the District Transportation Management Center (TMC).,6208195,646693,21/22,Y,Completed,"42, 56, 60, 61, 67, 71, 75","23, 28, 31",Riverside,"Banning, Beaumont, Blythe, Calimesa, Canyon Lake, Coachella, Corona, Cathedral City, Desert Hot Springs, Eastvale, Lake Elsinore, Hemet, Indio, Indian Wells, Jurupa Valley, La Quinta, Menifee, Moreno Valley, Murrieta, Norco, Palm Desert, Perris, Palm Springs, Riverside, Rancho Mirage, San Jacinto, Temecula, Wildomar",8,Y,12/8/2021
'0818000124,Americans with Disabilities Act New Curb Ramps,Caltrans,State Hwy Operations & Protection Program Major,A $5.56 million dollar project in Riverside County on Route 15 will upgrade facilities to Americans with Disabilities Act (ADA) standards.,5558000,0,23/24,N,Planned,"42, 56, 60, 61, 67, 71, 75","23, 28, 31",Riverside,"Banning, Beaumont, Blythe, Calimesa, Canyon Lake, Coachella, Corona, Cathedral City, Desert Hot Springs, Eastvale, Lake Elsinore, Hemet, Indio, Indian Wells, Jurupa Valley, La Quinta, Menifee, Moreno Valley, Murrieta, Norco, Palm Desert, Perris, Palm Springs, Riverside, Rancho Mirage, San Jacinto, Temecula, Wildomar",8,Y,12/8/2021
'0820000130,Safety Improvements,Caltrans,State Hwy Operations & Protection Program Major,"A $4.53 million dollar project in Riverside County on Route 60 will reduce wrong-way collisions by installing wrong-way pavement markers and sign panels, and upgrading pavement markings at onramps and offramps.",4533000,0,22/23,N,Planned,"42, 56, 60, 61, 67, 71, 75","23, 28, 31",Riverside,"Banning, Beaumont, Blythe, Calimesa, Canyon Lake, Coachella, Corona, Cathedral City, Desert Hot Springs, Eastvale, Lake Elsinore, Hemet, Indio, Indian Wells, Jurupa Valley, La Quinta, Menifee, Moreno Valley, Murrieta, Norco, Palm Desert, Perris, Palm Springs, Riverside, Rancho Mirage, San Jacinto, Temecula, Wildomar",8,Y,12/8/2021
'0818000084,Multiple Objective,Caltrans,State Hwy Operations & Protection Program Major,A $5.64 million dollar project in Riverside County on Route 10 will install Zero-Emission Vehicle (ZEV) charging stations in SRRAs.,5635000,0,22/23,N,Planned,"42, 56, 60, 61, 67, 71, 75","23, 28, 31",Riverside,"Banning, Beaumont, Blythe, Calimesa, Canyon Lake, Coachella, Corona, Cathedral City, Desert Hot Springs, Eastvale, Lake Elsinore, Hemet, Indio, Indian Wells, Jurupa Valley, La Quinta, Menifee, Moreno Valley, Murrieta, Norco, Palm Desert, Perris, Palm Springs, Riverside, Rancho Mirage, San Jacinto, Temecula, Wildomar",8,Y,12/8/2021
'0815000162,Signs and Lighting Rehabilitation,Caltrans,State Hwy Operations & Protection Program Major,A $5.92 million dollar project in Riverside County on Route 10 will replace existing guide signs with Type XI reflectivity.,5921700,0,21/22,N,Completed,"42, 56, 60, 61, 67, 71, 75","23, 28, 31",Riverside,"Banning, Beaumont, Blythe, Calimesa, Canyon Lake, Coachella, Corona, Cathedral City, Desert Hot Springs, Eastvale, Lake Elsinore, Hemet, Indio, Indian Wells, Jurupa Valley, La Quinta, Menifee, Moreno Valley, Murrieta, Norco, Palm Desert, Perris, Palm Springs, Riverside, Rancho Mirage, San Jacinto, Temecula, Wildomar",8,Y,12/8/2021
'0819000148,Safety Improvements,Caltrans,State Hwy Operations & Protection Program Major,A $6.43 million dollar project in Riverside County on Route 79 will construct concrete median barrier and install ground-in rumble strips.,6433000,0,22/23,N,Planned,"42, 56, 60, 61, 67, 71, 75","23, 28, 31",Riverside,"Banning, Beaumont, Blythe, Calimesa, Canyon Lake, Coachella, Corona, Cathedral City, Desert Hot Springs, Eastvale, Lake Elsinore, Hemet, Indio, Indian Wells, Jurupa Valley, La Quinta, Menifee, Moreno Valley, Murrieta, Norco, Palm Desert, Perris, Palm Springs, Riverside, Rancho Mirage, San Jacinto, Temecula, Wildomar",8,Y,12/8/2021
'0818000017,Maintenance Facilities,Caltrans,State Hwy Operations & Protection Program Major,A $11.43 million dollar project in Riverside County on Route 74 will construct a new maintenance facility at the existing location.,11432000,0,24/25,N,Planned,"42, 56, 60, 61, 67, 71, 75","23, 28, 31",Riverside,"Banning, Beaumont, Blythe, Calimesa, Canyon Lake, Coachella, Corona, Cathedral City, Desert Hot Springs, Eastvale, Lake Elsinore, Hemet, Indio, Indian Wells, Jurupa Valley, La Quinta, Menifee, Moreno Valley, Murrieta, Norco, Palm Desert, Perris, Palm Springs, Riverside, Rancho Mirage, San Jacinto, Temecula, Wildomar",8,Y,12/8/2021
'0812000071,Bridge Seismic Restoration,Caltrans,State Hwy Operations & Protection Program Major,A $6.58 million dollar project in Riverside County on Route Various will seismic retrofit.,6579302,0,19/20,N,Completed,"42, 56, 60, 61, 67, 71, 75","23, 28, 31",Riverside,"Banning, Beaumont, Blythe, Calimesa, Canyon Lake, Coachella, Corona, Cathedral City, Desert Hot Springs, Eastvale, Lake Elsinore, Hemet, Indio, Indian Wells, Jurupa Valley, La Quinta, Menifee, Moreno Valley, Murrieta, Norco, Palm Desert, Perris, Palm Springs, Riverside, Rancho Mirage, San Jacinto, Temecula, Wildomar",8,Y,12/8/2021
'0818000055,Bridge Scour Mitigation,Caltrans,State Hwy Operations & Protection Program Major,A $16.19 million dollar project in Riverside County on Route 10 will replace existing Rock Slope Protection (RSP) to restore scour protection.,16189000,122155,23/24,Y,Planned,"42, 56, 60, 61, 67, 71, 75","23, 28, 31",Riverside,"Banning, Beaumont, Blythe, Calimesa, Canyon Lake, Coachella, Corona, Cathedral City, Desert Hot Springs, Eastvale, Lake Elsinore, Hemet, Indio, Indian Wells, Jurupa Valley, La Quinta, Menifee, Moreno Valley, Murrieta, Norco, Palm Desert, Perris, Palm Springs, Riverside, Rancho Mirage, San Jacinto, Temecula, Wildomar",8,Y,12/8/2021
'0814000257,Americans with Disabilities Act New Curb Ramps,Caltrans,State Hwy Operations & Protection Program Major,A $7.76 million dollar project in Riverside County on Route 79 will construct and upgrade pedestrian facilities to current Americans with Disability Act (ADA) standards.,7762000,0,20/21,N,In Progress,"42, 56, 60, 61, 67, 71, 75","23, 28, 31",Riverside,"Banning, Beaumont, Blythe, Calimesa, Canyon Lake, Coachella, Corona, Cathedral City, Desert Hot Springs, Eastvale, Lake Elsinore, Hemet, Indio, Indian Wells, Jurupa Valley, La Quinta, Menifee, Moreno Valley, Murrieta, Norco, Palm Desert, Perris, Palm Springs, Riverside, Rancho Mirage, San Jacinto, Temecula, Wildomar",8,Y,12/8/2021
'0817000142,Roadside Safety Improvements/Freeway Maintenance Access,Caltrans,State Hwy Operations & Protection Program Major,"A $9.62 million dollar project in Riverside County on Route 15 will enhance highway worker safety by paving beyond gore areas, adding Maintenance Vehicle Pullouts (MVPs), and installing vegetation control.",9620000,0,22/23,N,Planned,"42, 56, 60, 61, 67, 71, 75","23, 28, 31",Riverside,"Banning, Beaumont, Blythe, Calimesa, Canyon Lake, Coachella, Corona, Cathedral City, Desert Hot Springs, Eastvale, Lake Elsinore, Hemet, Indio, Indian Wells, Jurupa Valley, La Quinta, Menifee, Moreno Valley, Murrieta, Norco, Palm Desert, Perris, Palm Springs, Riverside, Rancho Mirage, San Jacinto, Temecula, Wildomar",8,Y,12/8/2021
'0815000107,Permanent Restoration,Caltrans,State Hwy Operations & Protection Program Major,A $10.94 million dollar project in Riverside County on Route 95 will restore storm eroded embankments with rock slope protection and replace culverts. A previous Emergency Opening EA F800 repaired roadway.,10936000,0,20/21,N,In Progress,"42, 56, 60, 61, 67, 71, 75","23, 28, 31",Riverside,"Banning, Beaumont, Blythe, Calimesa, Canyon Lake, Coachella, Corona, Cathedral City, Desert Hot Springs, Eastvale, Lake Elsinore, Hemet, Indio, Indian Wells, Jurupa Valley, La Quinta, Menifee, Moreno Valley, Murrieta, Norco, Palm Desert, Perris, Palm Springs, Riverside, Rancho Mirage, San Jacinto, Temecula, Wildomar",8,Y,12/8/2021
'0820000109,Major Damage Restoration,Caltrans,State Hwy Operations & Protection Program Major,A $1.61 million dollar project in Riverside County on Route Various will remove and install backplates with retro-reflective borders and install pavement markings.,1610054,0,20/21,N,Completed,"42, 56, 60, 61, 67, 71, 75","23, 28, 31",Riverside,"Banning, Beaumont, Blythe, Calimesa, Canyon Lake, Coachella, Corona, Cathedral City, Desert Hot Springs, Eastvale, Lake Elsinore, Hemet, Indio, Indian Wells, Jurupa Valley, La Quinta, Menifee, Moreno Valley, Murrieta, Norco, Palm Desert, Perris, Palm Springs, Riverside, Rancho Mirage, San Jacinto, Temecula, Wildomar",8,Y,12/8/2021
'0819000056,Major Damage Restoration,Caltrans,State Hwy Operations & Protection Program Major,"A $1. million dollar project in Riverside County on Route 111 will repair roadway washouts, damaged pavement, embankment, guardrail, and culverts.",998766,0,18/19,N,Completed,"42, 56, 60, 61, 67, 71, 75","23, 28, 31",Riverside,"Banning, Beaumont, Blythe, Calimesa, Canyon Lake, Coachella, Corona, Cathedral City, Desert Hot Springs, Eastvale, Lake Elsinore, Hemet, Indio, Indian Wells, Jurupa Valley, La Quinta, Menifee, Moreno Valley, Murrieta, Norco, Palm Desert, Perris, Palm Springs, Riverside, Rancho Mirage, San Jacinto, Temecula, Wildomar",8,Y,12/8/2021
'0818000135,Transportation Management Systems,Caltrans,State Hwy Operations & Protection Program Major,"A $11.39 million dollar project in Riverside County on Route Various will upgrade Changeable Message Signs (CMS), guardrail shielding, and construct Maintenance Vehicle Pullouts (MVPs).",11391000,2391000,23/24,Y,Planned,"42, 56, 60, 61, 67, 71, 75","23, 28, 31",Riverside,"Banning, Beaumont, Blythe, Calimesa, Canyon Lake, Coachella, Corona, Cathedral City, Desert Hot Springs, Eastvale, Lake Elsinore, Hemet, Indio, Indian Wells, Jurupa Valley, La Quinta, Menifee, Moreno Valley, Murrieta, Norco, Palm Desert, Perris, Palm Springs, Riverside, Rancho Mirage, San Jacinto, Temecula, Wildomar",8,Y,12/8/2021
'0816000177,Bridge Scour Mitigation,Caltrans,State Hwy Operations & Protection Program Major,A $3.34 million dollar project in Riverside County on Route 10 will replace existing Rock Slope Protection (RSP) to prevent further scour damage and preserve the integrity of twenty-four bridges.(G13 Contingency),3344000,2963700,22/23,Y,Planned,"42, 56","23, 28",Riverside,"Banning, Beaumont, Calimesa, Coachella, Cathedral City, Indio, Palm Desert, Palm Springs, Rancho Mirage",8,Y,12/8/2021
'0814000249,Roadside Enhancement,Caltrans,State Hwy Operations & Protection Program Major,A $10.1 million dollar project in Riverside County on Route 10 will advance Mitigation. (Financial Contribution Only),10097000,0,18/19,N,Planned,"42, 56","23, 28",Riverside,"Banning, Beaumont, Coachella, Cathedral City, Indio, Palm Desert, Palm Springs, Rancho Mirage",8,Y,12/8/2021
'0817000196,Roadside Safety Improvements/Freeway Maintenance Access,Caltrans,State Hwy Operations & Protection Program Major,"A $232.37 million dollar project in Riverside County on Route 010 will replace pavement in lanes 3 & 4 & outside shoulders with JPCP, overlay inside shoulder, concrete slab replacement in Lane 1 & 2 & upgrade curb ramps.",232370000,122870186,19/20,Y,In Progress,42,"23, 28",Riverside,"Banning, Beaumont, Palm Springs",8,Y,12/8/2021
'0816000087,Roadway Rehabilitation,Caltrans,State Hwy Operations & Protection Program Major,A $354.78 million dollar project in Riverside County on Route 10 will cold plane mainline pavement and overlay with Portland Cement Concrete (PCC). The shoulders and ramps will be milled and overlaid with Hot Mix Asphalt (HMA-A).,354784000,47505200,20/21,Y,In Progress,"42, 56","23, 28",Riverside,"Banning, Beaumont, Palm Springs",8,Y,12/8/2021
'0818000098,Bridge Scour Mitigation,Caltrans,State Hwy Operations & Protection Program Major,A $8.28 million dollar project in Riverside County on Route 10 will scour mitigation and bridge rail upgrade.,8281000,912000,23/24,Y,Planned,"42, 56","23, 28",Riverside,"Banning, Coachella, Cathedral City, Indio, Palm Desert, Palm Springs, Rancho Mirage",8,Y,12/8/2021
'0815000059,Transportation Management Systems,Caltrans,State Hwy Operations & Protection Program Major,A $3.79 million dollar project in Riverside County on Route 10 will install Changeable Message Signs.,3794028,358809,19/20,Y,Completed,42,23,Riverside,"Beaumont, Calimesa",8,Y,12/8/2021
'0816000090,Roadway Rehabilitation,Caltrans,State Hwy Operations & Protection Program Major,A $37.85 million dollar project in Riverside County on Route 10 will cold plane mainline pavement and overlay with concrete pavement. The shoulders and ramps will be milled and overlaid with asphalt pavement. A two lane temporary detour will be constructed in the median for traffic handling.(G13 Contingency),37845000,19328700,22/23,Y,Planned,"42, 56",28,Riverside,"Cathedral City, Indio, Palm Desert, Palm Springs, Rancho Mirage",8,Y,12/8/2021
'0817000223,Americans with Disabilities Act Pedestrian Infrastructure,Caltrans,State Hwy Operations & Protection Program Major,A $4.71 million dollar project in Riverside County on Route 111 will reconstruct and construct curb ramps.,4706400,0,19/20,N,Completed,"42, 56",28,Riverside,"Cathedral City, Palm Springs",8,Y,12/8/2021
